Adult onset movement disorder	1.14	HGNC:10808
Adult onset movement disorder	1.14	HGNC:10947
Adult onset movement disorder	1.14	HGNC:11005
Adult onset movement disorder	1.14	HGNC:11138
Adult onset movement disorder	1.14	HGNC:11226
Adult onset movement disorder	1.14	HGNC:11257
Adult onset movement disorder	1.14	HGNC:11503
Adult onset movement disorder	1.14	HGNC:11584
Adult onset movement disorder	1.14	HGNC:11817
Adult onset movement disorder	1.14	HGNC:11825
Adult onset movement disorder	1.14	HGNC:12827
Adult onset movement disorder	1.14	HGNC:132
Adult onset movement disorder	1.14	HGNC:13487
Adult onset movement disorder	1.14	HGNC:13586
Adult onset movement disorder	1.14	HGNC:1388
Adult onset movement disorder	1.14	HGNC:14004
Adult onset movement disorder	1.14	HGNC:14581
Adult onset movement disorder	1.14	HGNC:15469
Adult onset movement disorder	1.14	HGNC:15840
Adult onset movement disorder	1.14	HGNC:15894
Adult onset movement disorder	1.14	HGNC:15984
Adult onset movement disorder	1.14	HGNC:16266
Adult onset movement disorder	1.14	HGNC:16369
Adult onset movement disorder	1.14	HGNC:16499
Adult onset movement disorder	1.14	HGNC:18618
Adult onset movement disorder	1.14	HGNC:1908
Adult onset movement disorder	1.14	HGNC:1968
Adult onset movement disorder	1.14	HGNC:19918
Adult onset movement disorder	1.14	HGNC:20774
Adult onset movement disorder	1.14	HGNC:20856
Adult onset movement disorder	1.14	HGNC:21698
Adult onset movement disorder	1.14	HGNC:2295
Adult onset movement disorder	1.14	HGNC:2433
Adult onset movement disorder	1.14	HGNC:24537
Adult onset movement disorder	1.14	HGNC:25355
Adult onset movement disorder	1.14	HGNC:25443
Adult onset movement disorder	1.14	HGNC:25784
Adult onset movement disorder	1.14	HGNC:2605
Adult onset movement disorder	1.14	HGNC:2711
Adult onset movement disorder	1.14	HGNC:28912
Adult onset movement disorder	1.14	HGNC:30213
Adult onset movement disorder	1.14	HGNC:30500
Adult onset movement disorder	1.14	HGNC:3098
Adult onset movement disorder	1.14	HGNC:315
Adult onset movement disorder	1.14	HGNC:3999
Adult onset movement disorder	1.14	HGNC:4177
Adult onset movement disorder	1.14	HGNC:4193
Adult onset movement disorder	1.14	HGNC:4235
Adult onset movement disorder	1.14	HGNC:4388
Adult onset movement disorder	1.14	HGNC:4601
Adult onset movement disorder	1.14	HGNC:4670
Adult onset movement disorder	1.14	HGNC:5144
Adult onset movement disorder	1.14	HGNC:6893
Adult onset movement disorder	1.14	HGNC:795
Adult onset movement disorder	1.14	HGNC:800
Adult onset movement disorder	1.14	HGNC:801
Adult onset movement disorder	1.14	HGNC:8607
Adult onset movement disorder	1.14	HGNC:870
Adult onset movement disorder	1.14	HGNC:8772
Adult onset movement disorder	1.14	HGNC:8800
Adult onset movement disorder	1.14	HGNC:8804
Adult onset movement disorder	1.14	HGNC:9039
Adult onset movement disorder	1.14	HGNC:9153
Adult onset movement disorder	1.14	HGNC:9438
Adult onset movement disorder	1.14	HGNC:9449
Adult solid tumours cancer susceptibility	2.2	HGNC:10680
Adult solid tumours cancer susceptibility	2.2	HGNC:10681
Adult solid tumours cancer susceptibility	2.2	HGNC:10682
Adult solid tumours cancer susceptibility	2.2	HGNC:10683
Adult solid tumours cancer susceptibility	2.2	HGNC:1076
Adult solid tumours cancer susceptibility	2.2	HGNC:1100
Adult solid tumours cancer susceptibility	2.2	HGNC:1101
Adult solid tumours cancer susceptibility	2.2	HGNC:11100
Adult solid tumours cancer susceptibility	2.2	HGNC:11103
Adult solid tumours cancer susceptibility	2.2	HGNC:11187
Adult solid tumours cancer susceptibility	2.2	HGNC:11389
Adult solid tumours cancer susceptibility	2.2	HGNC:11529
Adult solid tumours cancer susceptibility	2.2	HGNC:11730
Adult solid tumours cancer susceptibility	2.2	HGNC:11998
Adult solid tumours cancer susceptibility	2.2	HGNC:12362
Adult solid tumours cancer susceptibility	2.2	HGNC:12363
Adult solid tumours cancer susceptibility	2.2	HGNC:12687
Adult solid tumours cancer susceptibility	2.2	HGNC:12796
Adult solid tumours cancer susceptibility	2.2	HGNC:12814
Adult solid tumours cancer susceptibility	2.2	HGNC:12816
Adult solid tumours cancer susceptibility	2.2	HGNC:1541
Adult solid tumours cancer susceptibility	2.2	HGNC:15454
Adult solid tumours cancer susceptibility	2.2	HGNC:15888
Adult solid tumours cancer susceptibility	2.2	HGNC:16466
Adult solid tumours cancer susceptibility	2.2	HGNC:16783
Adult solid tumours cancer susceptibility	2.2	HGNC:17098
Adult solid tumours cancer susceptibility	2.2	HGNC:1748
Adult solid tumours cancer susceptibility	2.2	HGNC:1773
Adult solid tumours cancer susceptibility	2.2	HGNC:1785
Adult solid tumours cancer susceptibility	2.2	HGNC:1787
Adult solid tumours cancer susceptibility	2.2	HGNC:20473
Adult solid tumours cancer susceptibility	2.2	HGNC:20748
Adult solid tumours cancer susceptibility	2.2	HGNC:25522
Adult solid tumours cancer susceptibility	2.2	HGNC:25568
Adult solid tumours cancer susceptibility	2.2	HGNC:26034
Adult solid tumours cancer susceptibility	2.2	HGNC:26038
Adult solid tumours cancer susceptibility	2.2	HGNC:26144
Adult solid tumours cancer susceptibility	2.2	HGNC:2718
Adult solid tumours cancer susceptibility	2.2	HGNC:27310
Adult solid tumours cancer susceptibility	2.2	HGNC:3434
Adult solid tumours cancer susceptibility	2.2	HGNC:3435
Adult solid tumours cancer susceptibility	2.2	HGNC:3436
Adult solid tumours cancer susceptibility	2.2	HGNC:3437
Adult solid tumours cancer susceptibility	2.2	HGNC:3582
Adult solid tumours cancer susceptibility	2.2	HGNC:3583
Adult solid tumours cancer susceptibility	2.2	HGNC:3584
Adult solid tumours cancer susceptibility	2.2	HGNC:3585
Adult solid tumours cancer susceptibility	2.2	HGNC:3586
Adult solid tumours cancer susceptibility	2.2	HGNC:3587
Adult solid tumours cancer susceptibility	2.2	HGNC:3588
Adult solid tumours cancer susceptibility	2.2	HGNC:3700
Adult solid tumours cancer susceptibility	2.2	HGNC:5173
Adult solid tumours cancer susceptibility	2.2	HGNC:583
Adult solid tumours cancer susceptibility	2.2	HGNC:6342
Adult solid tumours cancer susceptibility	2.2	HGNC:6407
Adult solid tumours cancer susceptibility	2.2	HGNC:6770
Adult solid tumours cancer susceptibility	2.2	HGNC:6913
Adult solid tumours cancer susceptibility	2.2	HGNC:7010
Adult solid tumours cancer susceptibility	2.2	HGNC:7029
Adult solid tumours cancer susceptibility	2.2	HGNC:7127
Adult solid tumours cancer susceptibility	2.2	HGNC:7325
Adult solid tumours cancer susceptibility	2.2	HGNC:7329
Adult solid tumours cancer susceptibility	2.2	HGNC:7527
Adult solid tumours cancer susceptibility	2.2	HGNC:7765
Adult solid tumours cancer susceptibility	2.2	HGNC:7773
Adult solid tumours cancer susceptibility	2.2	HGNC:795
Adult solid tumours cancer susceptibility	2.2	HGNC:7989
Adult solid tumours cancer susceptibility	2.2	HGNC:8028
Adult solid tumours cancer susceptibility	2.2	HGNC:9122
Adult solid tumours cancer susceptibility	2.2	HGNC:9175
Adult solid tumours cancer susceptibility	2.2	HGNC:9177
Adult solid tumours cancer susceptibility	2.2	HGNC:9181
Adult solid tumours cancer susceptibility	2.2	HGNC:950
Adult solid tumours cancer susceptibility	2.2	HGNC:9585
Adult solid tumours cancer susceptibility	2.2	HGNC:9588
Adult solid tumours cancer susceptibility	2.2	HGNC:9644
Adult solid tumours cancer susceptibility	2.2	HGNC:9820
Adult solid tumours cancer susceptibility	2.2	HGNC:9823
Adult solid tumours cancer susceptibility	2.2	HGNC:9829
Adult solid tumours cancer susceptibility	2.2	HGNC:9884
Adult solid tumours cancer susceptibility	2.2	HGNC:9967
Albinism or congenital nystagmus	1.2	HGNC:10519
Albinism or congenital nystagmus	1.2	HGNC:12442
Albinism or congenital nystagmus	1.2	HGNC:12450
Albinism or congenital nystagmus	1.2	HGNC:1388
Albinism or congenital nystagmus	1.2	HGNC:1393
